Objeto,Categoria
"Contratação de pessoa jurídica para executar obra de duplicação e melhorias na Rodovia Municipal RM-17, no trecho localizado do final da Avenida Itaipu até o trevo da Comunidade de Santa Inês, incluindo mão de obra com fornecimento de materiais, ...",10201
"Contratação de empresa para execução de obra e serviço de engenharia, em regime de empreitada global, com fornecimento de materiais e mão de obra necessária, para construção de cortina em concreto armado e fundação, para elaboração de duas c...",10204
"Contratação de empresa de engenharia e/ou arquitetura para a construção de um muro na Pré Escola Professora  Vicentina Nogueira  Gomes , localizada na Rua Getúlio Rodrigues Ramos , 150,  Bairro Centro, Delfim Moreira - MG * https://bllcompras.com *",10307
"CONTRATAÇÃO DE EMPRESA PARA SERVIÇOS DE REPAVIMENTAÇÃO DAS ABERTURAS REALIZADAS NO ASFALTO DA RUA GOVERNADOR IVO SILVEIRA, TAPA BURACOS EM ALGUNS PONTOS DA CIDADE, E A EXECUÇÃO DE DUAS LOMBADAS NAS RUAS MARAVILHA E LUÍS CELLA, DO MUNICÍPIO DE FO...",10205
"Prestação de serviço de topografia, cadastro, avaliação e negociação de imóveis a serem adquiridos ou constituídos faixas de servidão, no âmbito dos Núcleos Operacionais de Teófi lo Otoni - NOTO e Almenara NOAL Lote1 e nos Núcleos Operacion...",40101
"Contratação de empresa especializada em prestação de serviço de levantamento topográfico e planialtimétrico, para elaboração dos projetos executivos do município de Laguna Carapã - MS.",40101
"Contratação de empresa de engenharia para implantação do Programa de melhorias sanitárias domiciliares -MSD no município de Novo Santo Antonio/PI, CONFORME CONVENIO Nº 925415/2021 FUNASA.",10110
"Contratação de Empresa para Prestação de Serviço de Construção do Muro e Passeio do Décimo Batalhão de Ensino, Instrução e Capacitação 10ºBeic/Barreiras Apoiada. Família: 07.07",10205
"REGISTRO DE PREÇO PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA LIMPEZA DE CAIXAS D'AGUA E CISTERNAS, BEM COMO, ESGOTAMENTO DE FOSSA SÉPTICA, SERVIÇO COM REALIZAÇÃO TRIMESTRAL, TOTALIZANDO 4 VEZES POR ANO, PARA ATENDER AS NECESSIDADES DA SECRETARIA...",20102
Contratação de empresa com fornecimento de material e mão de obra para reforma cobertura da escola Municipal Prof. José Benedito de Moraes,10101
- Contratação de empresa para Revitalização de Acessos da Rua Jornalista José Geraldo da Costa e Alameda José Geraldo da Costa. -Icaraí- Niteroi/RJ. * www.compras.gov.br *,10205
- Contratação de empresa para execução de reforma e ampliação da farmácia e da central de quimioterapia * www.compras.gov.br *,10101
contratação de empresa especializada na execução de serviços comuns de engenharia para a reforma da nova sede do SESCOOP/AM conforme as especificações contidas no Edital e seus anexos atendendo às necessidades da Unidade.,10101
"Contratação de empresa, sob o regime de empreitada global, compreendendo material e mão de obra, para construção de uma Escola Infantil, a ser construída na Rua Pinheiro Machado esquina Rua Eliane Salete Faé, Bairro Centro, cidade Ipê/RS, com ár...",10101
"EXECUÇÃO DO PROJETO DE IMPLANTAÇÃO DE PASSAGEM MOLHADA EM ESTRADAS VICINAL NO MUNCÍPIO DE CUJUBIM/RO CONTRATO DE REPASSE OGU Nº 949278/2021, AG 1831-7 CONTA 0066472966 CAIXA ECONOMICA FEDERAL NUMERO DO PROCESSO INTERNO 49837/2023.",10201
"- Contratação de Empresa ou Consórcio Especializado na Elaboração do Projeto Básico e Executivo de Engenharia e a Execução das Obras de Reabilitação e Melhorias Operacionais da Rodovia ES-341 Entre Ângelo Frechiani Pancas com 23,35 km de exte...",10201
"""CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA COLOCAÇÃO DE REDE DE PROTEÇÃO E REFORMA DA PINTURA DA QUADRA SITUADA NO BAIRRO IMPERIAL, EM CAETANÓPOLIS/MG, CONFORME AS ESPECIFICAÇÕES CONTIDAS NOS PROJETOS E DEMAIS DOCUMENTOS QUE INTEGRAM ESTE EDITAL...",10205
"Contratação de empresa especializada para prestação sob demanda, de serviços de manutenção predial programada, não programada, serviços de readequações de ambientes internos e externos dos equipamentos públicos vinculados as secretarias munic...",10110
Contratação de mão de obra e materiais de construção para reforma da APAE * https://licitanet.com.br *,10101
"Contratação de pessoa jurídica para prestação de serviços de pequenos reparos de manutenção predial em alvenaria, elétricos e hidráulicos, em atendimento às diversas secretarias do Município de São João/PR",10110
Contratacao de empresa para prestar adequacoes na Escola Eca de Queiroz. * https://bllcompras.com *,10101
"* Registro de preços * * Licitação Eletrônica * Contratação de empresa especializada em obras e serviços de engenharia em regime de execução sob demanda e necessidade continuada, mediante fornecimento de mão-de-obra e materiais indispensáveis ...",10110
"CONTRATAÇÃO DE EMPRESA PARA ELABORAÇÃO DE PROJETO TÉCNICO DE ADEQUAÇÃO E CONSERVAÇÃO DO SOLO PARA 7,0 KM DE ESTRADA RURAL.",30201
"- Contratação de serviços para manutenção predial na sede do 3º BAEP, no município de São José dos Campos, com fornecimento total de materiais, mão de obra e equipamentos necessários. * www.compras.gov.br *",10110
"CONTRATAÇÃO DE EMPRESA PARA REFORMA DA PRAÇA DA BANDEIRA, CENTRO, NESTE MUNICÍPIO.",10205
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇO DE CONSTRUÇÃO DE UMA PISTA DE SKATE, NO TERRENO LOCALIZADO NA RUA MIGUEL CUEBRA GARCIA, ESQUINA COM A RUA PEDRO VALENTA - SISTEMA DE LAZER.",10205
Execução de reforma da Unidade Básica de Saúde Centro.,10101
Contratação de empresa de engenharia para a execução da obra de reconstrução de escada e construção de rampa de acessibilidade na CEI Prefeito José Pires Neto.,10101
"Contratação de empresa para perfuração de poço tubular semiprofundo e instalação de rede adutora, com fornecimento de mão de obra e material.",10209
OBRAS DE CONSTRUCÃO DAS PRAÇAS DO TANQUE E SANTA TEREZINHA * https://licitanet.com.br *,10205
"CONTRATAÇÃO DE EMPRESA PARA CONSTRUÇÃO DA CRECHE MUNICIPAL, LOCALIZADO NA RUA BOTUCATU - JD. DOM JOSÉ, CONFORME EDITAL E SEUS ANEXOS. * https://sistema.novobbmnet.com.br *",10101
objetivando a prestação parcelada de serviços elétricos e outros cfe. edital para manutenção e conservação de prédios públicos e demais necessidades das secretarias municipais.  ,10110
"* Registro de preços * * Licitação Eletrônica * CONTRATAÇÃO DE EMPRESA DE ENGENHARIA  E/OU ARQUITETURA PARA A ELABORAÇÃO DE PROJETOS DE ACESSIBILIDADE DE VIAS PÚBLICAS DO MUNICIPIO, ATRAVÉS DO SISTEMA REGISTRO DE PREÇOS",30101
"Contratação de empresa especializada para execução de obras de implantação de pavimentação em estradas vicinais nos municípios de IRACEMA-RR e Mucajaí-RR, localizados na rodovia RR 359 ROXINHO, no trecho: ENTRONC. BR-174/RR KM 0,00 X ENTRONC. R...",10201
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE PAVIMENTAÇÃO ASFÁLTICA DE VIAS URBANAS EM CBUQ, 23.876,29 M2, INCLUINDO SERVIÇOS PRELIMI-NARES, TERRAPLENAGEM, DRENAGEM, BASE E SUB-BASE, REVESTIMENTO, MEIO-FIO COM SARJETA, SERVIÇOS DE URBAN...",10205
Construção 2º Pavimento no prédio da Rua Antônio Januário Ferraz,10101
Obras de contenção de margens do córrego em aduelas da Rua Mario Lanza x Rua Guabiroba de Minas - Guaianases.,10206
"* Registro de preços * Eventual Contratação de Empresa de Prestação de Serviços na área de Engenharia para Prestação de Serviços Comuns de Engenharia de forma continuada, por Demanda, para Execução de Manutenção Predial Preventiva e Correti...",10110
"Contratação de Empresa Especializada, para a construção em Regime de Empreitada por preço unitário, critério de julgamento pelo menor preço global, objetivando o fornecimento de materiais e mão de obra, para execução de Pavimentação Asfálti...",10201
"- Contratação de empresa especializada e qualificada, com profissionais habilitados, para execução da edificação Casa do Papai Noel , no Parque do Sabiá, no município de Uberlândia/MG, em atendimento à Fundação Uberlandense do Turismo, Espor...",10101
"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO, TRANSPORTE E INSTALAÇÃO DE ESTAÇÃO DE TRATAMENTO DE ESGOTO MODULAR PARA ATENDER AS DEMANDAS DO LOTEAMENTO FENACHAMP, NA CIDADE DE GARIBALDI/RS.",10209
Contratação de empresa especializada para reforma e ampliação da EMEF Mercedes Santucci.,10101
"CONTRATAÇÃO DE EMPRESA PARA EXECUTAR A REFORMA DO CRAS E DA ESTRATÉGIA DE SAÚDE FAMILIAR, LOCALIZADOS NA RUA AYTIR ZANOTTO, BAIRRO AMARANTE, EM VIDEIRA/SC, COM ÁREA DE INTERVENÇÃO DE 222,45M², INCLUINDO MATERIAL E MÃO DE OBRA, CONFORME PROJETO B...",10101
* Registro de preços * * Licitação Eletrônica * Serviço de limpeza e manutenção no sistema de abastecimento de poços artesianos.,20102
Contratação de empresa especializada em serviço de recuperação em campo de futebol padrão FIFA. https://egov.paradigmabs.com.br/sesc_senac_rs/Default.aspx,10205
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS NA ÁREA DE ENGENHARIA, INCLUINDO MÃO-DE-OBRA, MATERIAIS E DISPONIBILIZAÇÃO DE EQUIPAMENTOS NECESSÁRIOS PARA EXECUTAR A OBRA DE REFORMA DE QUADRA POLIESPORTIVA NO MUNICÍPIO DE FR...",10205
"Contratação de empresa para a reforma da Praça Castro Alves, situada na QD PCA, lt. 01, Cidade Satélite São Luiz, Aparecida de Goiânia.  ",10205
"Prestação de serviços especializados de engenharia, para elaboração de estudos e projetos, para implantação, ampliação e/ou melhorias de SAA e SES, no âmbito dos Núcleos Operacionais de Almenara e Teófi lo Otoni - Lote 01 - e de Diamantina e ...",30201
"Contratação de empresas especializadas para fornecimento e instalação de 5 cinco sistemas Kits de geração de energia solar fotovoltaico, na modalidade ""Turn-key¿",10208
"- Contratação de empresa especializada para execução da recuperação e reparo da estrutura metálica e substituição dos vidros da cobertura da escada de acesso à laje intermediaria no Palácio Barriga Verde, edifício sede da ALESC, situado na Ru...",10110
"Contratação de empresa especializada de engenharia para execução de obras de terraplenagem, drenagem e pavimentação da rua geraldo silva no bairro do monte, no município de Olinda - PE",10205
"Contratação de empresa especializada em pavimentação asfáltica para execução de serviços de pavimentação da Estrada Vicinal - Comunidade Três Reis Santos, coordenadas: 17°46'27,4""S  46º49'15,8''W * https://bnccompras.com *",10201
"Contratação de empresa para a construção de recapeamento asfáltico, acessibilidade, drenagem superficial e sinalização viária, convênio 925068, em vias da cidade de São Luís de Montes Belos, Goiás * https://bnccompras.com *",10205
"Contratação, sob o regime de empreitada por preço global, de empresa especializada em implantação de sistema simplificado de água, através de poço tubular profundo",10209
"CONTRATAÇÃO DE SERVIÇO DE ENGENHARIA PARA EXECUÇÃO DE ADUTORAS DE ÁGUA POTÁVEL, COM FORNECIMENTO DE MATERIAIS E MÃO DE OBRA, CONFORME PROJETO BÁSICO, PROJETOS E PLANILHA ORÇAMENTÁRIA",10209
"Contratação de empresa para execução da obra da etapa 2 do termo de compromisso 352.786-32/2011, com requalificação de 1.700 metros do riacho lava tripa, via marginal, drenagem e ciclovia, no município de Olinda-pe. valor estimado: R$ 13.330.508,5...",10401
"Contratação De Empresa Para Continuidade Das Obras De Infraestrutura Integrada, Termo De Compromisso Nº 350.988- 38/2011, com esgotamento sanitario, pavimentação, drenagem e equipamentos comunitarios nas bacias 1, 2 e 3 das ues 06 e 08, no bairro de...",10205
"CONSTRUÇÃO DE QUADRA POLIESPORTIVA DESCOBERTA NA ESCOLA MUNICIPAL DULCINÉIA MAIA DA COSTA, LOCALIZADA NA VILA DE JARARACA, ZONA RURAL DE SÃO JOÃO DE PIRABAS-PA, INCLUINDO FORNECIMENTO DE MATERIAL, MÃO DE OBRA E EQUIPAMENTOS * https://licitanet.com....",10101
"Contratação de Empresa Especializada em Construção Civil Para Reforma da Casa da Cultura e Museu Antropológico e Etnográfico de Paranavaí, Localizado na R. Miljutin Cogei, S/N, Centro, CEP 87.701-090, Paranavaí - Paraná.",10101
"Contratação de empresa jurídica de arquitetura/engenharia, n especializada e habilitada para a prestação de serviços técnicos de elaboração de projetos executivos para a Construção de um Parque Ecológico Urbano no Município de Bom Sucesso * ...",30101
"Contratação para prestação dos serviços para construção e urbanização da praça do Morro Moreno, Rua Joaquim Luis Pedrosa, s/nº, Morro Moreno Engenho Grande - Araruama RJ * https://licitanet.com.br *",10205
"- Registro de preços para eventual contratação de empresa para prestação de serviço comum de engenharia relativo à serviço de revestimento a base de resina metil metacrilato, sendo um revestimento impermeabilizante, troca das telhas alumínio e s...",10110
- Contratação de empresa para a prestação dos serviços técnicos especializados em engenharia de segurança e em medicina do trabalho. * www.compras.gov.br *,30101
Prestação de serviços de arquitetura e engenharia para construção de salas na creche José Ferreira de Cerqueira - Creche Habitat.,10101
- Contratação de empresa especializada em Medicina do Trabalho para prestação de serviços na área de Saúde Ocupacional e Segurança do Trabalho em atendimento a demanda do Município de Itaguara e solicitação da Secretaria Municipal Planejamento...,30101
"- Registro de preços para eventual contratação de empresa para execução dos serviços de manutenção viária, em atendimento as demandas da Secretaria Municipal de Obras da Prefeitura municipal de Brasiléia/AC * www.compras.gov.br *",10201
Execução de Reforma e Recuperação do Campo de Futebol Society - bairro Rio do Ouro.,10205
"- Contratação de empresa especializada para prestação dos serviços de poda de árvores, atendendo a necessidade da secretaria municipal de industria comércio, agropécuaria e meio ambiente do municipio de novo itacolomi. * www.compras.gov.br *",20203
"Contratação de empresa especializada para Requalificação da Praça Antônio de Oliveira, situada no Distrito de Quicé, Município de Senhor do Bonfim/BA.",10205
"- Contratação de empresa especializada, com fornecimento de material e mão de obra para a construção de edificação contemplando vestiário, banheiro PcD e copa, para o campo de futebol, localizado na rua Gonçalves Ledo, no Bairro Bela Vista, em X...",10101
Registro de preços para futura contratação de empresa especializada para prestação de serviços de limpeza e conservação de logradouros na sede e no interior do Município de Presidente Jânio Quadros. * https://bnccompras.com *,20203
"REGISTRO DE PREÇOS PARA CONTRATAÇÕES FUTURAS DE SERVIÇOS DE INSPEÇÃO TÉCNICA E MANUTENÇÃO EM PRIMEIRO, SEGUNDO E TERCEIRO NÍVEIS, COM FORNECIMENTO DE PEÇAS, EM EXTINTORES DE INCÊNDIO, E A REALIZAÇÃO DE TESTES HIDROSTÁTICOS EM MANGUEIRAS DE...",10110
"CONTRATAÇÃO DE EMPRESA PARA A RETOMADA DA CONSTRUÇÃO DE ESCOLA DE EDUCAÇÃO INFANTIL - OBRA Nº 2107, TIPO B, PADRÃO FNDE, NA SEDE DO MUNICÍPIO DE SÍTIO NOVO - MA * https://bnccompras.com *",10101
"Contratação de empresa de engenharia especializada para reforma e ampliação da Escola Nossa Senhora da Conceição, em Vila Barra do Chata do Município de Agrestina/PE.  * https://bnccompras.com *",10101
"- Contratação de prestação de serviços continuados de engenharia para manutenção predial,sob demanda, sem dedicação exclusiva de mão de obra, para a realização de serviços nos sistemas, equipamentos e instalações das unidades da AGU4R, loc...",10110
"- Execução dos Serviços Necessários de Manutenção Rodoviária Conservação/Recuperação na Rodovia BR-406/RN, Km 0,00 ao Km 171,60 sobre jurisdição da Superintendência Regional do DNIT no Estado do Rio Grande do Norte. * www.compras.gov.br *",10201
"- Contratação de prestação de serviços continuados de engenharia para manutenção predial,sob demanda, sem dedicação exclusiva de mão de obra, para a realização de serviços nos sistemas, equipamentos e instalações das unidades da AGU4R, loc...",10110
"Contratação de empresa especializada, com fornecimento de material e mão de obra para a construção de edificação contemplando vestiário, banheiro PcD e copa, para o campo de futebol, localizado na rua Gonçalves Ledo, no Bairro Bela Vista, em Xan...",10101
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA CONSTRUÇÃO DE UMA CRECHE PADRÃO SEDUC NO MUNICÍPIO DE SÃO JOÃO DA PONTA/PA, EM CONFORMIDADE COM CONVÊNIO Nº 034/2024. * https://bnccompras.com *",10101
Contratação de empresa especializada em execução de obras de engenharia para executar serviços construção da nova Escola Agenor de Souza Lé na Comunidade de Criciúma do Município de Ibatiba/ES.,10101
"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DO SISTEMA DE ABASTECIMENTO PRÓPRIO DE ÁGUA POTÁVEL NO MUNICIPIO DE IRATI/SC, COM MÃO DE OBRA COM FORNECIMENTO DE MATERIAIS, EQUIPAMENTOS, MAQUINARIOS E ESTRUTURA NECESSARIA, ENVO...",10209
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE MATERIAIS, EQUIPAMENTOS, MÃO DE OBRA E ACESSÓRIOS PARA CONSTRUÇÃO DA COBERTURA DO PÁTIO DE ENTRADA DAS ESCOLAS EMEF PROF. MARIA DE MAGALHÃES E CMEI JARDIM PEDRO OMETTO EM JAHU/SP",10101
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇO DE PINTURA DE OBRA COMUM, INCLUINDO MATERIAIS E MÃO DE OBRA ESPECIALIZADA, A SER REALIZADA NA QUADRA POLIESPORTIVA NO GINÁSIO DE ESPORTES DO BAIRRO CRISTO REI DO MUNICÍPIO DE QUILOM...",10205
